"12021      ";"ACCEGLIO                      ";"CN";"2"
"02011      ";"ACCUMOLI                      ";"RI";"2"
"39032      ";"ACERETO                       ";"BZ";"2"
"32043      ";"ACQUABONA                     ";"BL";"2"
"39058      ";"AFINGSBRUGG                   ";"BZ";"2"
"18010      ";"AGAGGIO INFERIORE             ";"IM";"2"
"18010      ";"AGAGGIO SUPERIORE             ";"IM";"2"
"39030      ";"AIAREI                        ";"BZ";"2"
"12010      ";"AISONE                        ";"CN";"2"
"02016      ";"ALBANETO                      ";"RI";"2"
"43051      ";"ALBARETO                      ";"PR";"2"
"12020      ";"ALBARETTO VALLE MACR          ";"CN";"2"
"10039      ";"ALICE SUPERIORE               ";"TO";"2"
"39023      ";"ALLIZ                         ";"BZ";"2"
"12020      ";"ALMA                          ";"CN";"2"
"28861      ";"ALPE CRAMPIOLO                ";"VB";"2"
"23831      ";"ALPE DI PAGLIO                ";"LC";"2"
"39040      ";"ALPE DI SIUSI                 ";"BZ";"2"
"23831      ";"ALPE GIUMELLO                 ";"LC";"2"
"39020      ";"ALTA VAL MARTELLO             ";"BZ";"2"
"88832      ";"ALTILIA                       ";"KR";"2"
"12070      ";"ALTO                          ";"CN";"2"
"38049      ";"ALTOPIANO DELLA VIGOLANA      ";"TN";"2"
"83040      ";"ALVANO                        ";"AV";"2"
"84011      ";"AMALFI                        ";"SA";"2"
"02012      ";"AMATRICE                      ";"RI";"2"
"83040      ";"ANDRETTA                      ";"AV";"2"
"10060      ";"ANGROGNA                      ";"TO";"2"
"39030      ";"ANTERSELVA DI MEZZO           ";"BZ";"2"
"39030      ";"ANTERSELVA DI SOPRA           ";"BZ";"2"
"39030      ";"ANTERSELVA DI SOTTO           ";"BZ";"2"
"28841      ";"ANTRONA                       ";"VB";"2"
"28841      ";"ANTRONA SCHIERANCO            ";"VB";"2"
"28841      ";"ANTRONAPIANA                  ";"VB";"2"
"23031      ";"APRICA                        ";"SO";"2"
"18035      ";"APRICALE                      ";"IM";"2"
"83041      ";"AQUILONIA                     ";"AV";"2"
"32020      ";"ARABBA                        ";"BL";"2"
"12010      ";"ARGENTERA                     ";"CN";"2"
"12050      ";"ARGUELLO                      ";"CN";"2"
"09040      ";"ARMUNGIA                      ";"CA";"2"
"80069      ";"AROLA                         ";"NA";"2"
"12083      ";"ARTESINA                      ";"CN";"2"
"02020      ";"ASCREA                        ";"RI";"2"
"84010      ";"ATRANI                        ";"SA";"2"
"32041      ";"AURONZO                       ";"BL";"2"
"32041      ";"AURONZO DI CADORE             ";"BL";"2"
"39027      ";"BACINO DI RESIA               ";"BZ";"2"
"39016      ";"BACINO DI ZOCCOLO             ";"BZ";"2"
"52014      ";"BADIA PRATAGLIA               ";"AR";"2"
"39050      ";"BAGNI DI LAVINA BIANCA        ";"BZ";"2"
"39010      ";"BAGNI DI MEZZO                ";"BZ";"2"
"38020      ";"BAGNI DI RABBI                ";"TN";"2"
"12010      ";"BAGNI DI VINADIO              ";"CN";"2"
"39010      ";"BAGNO LAD                     ";"BZ";"2"
"38030      ";"BAIT                          ";"TN";"2"
"18031      ";"BAJARDO                       ";"IM";"2"
"09040      ";"BALLAO                        ";"CA";"2"
"38040      ";"BARCATTA                      ";"TN";"2"
"43032      ";"BARDI                         ";"PR";"2"
"08042      ";"BARI SARDO                    ";"NU";"2"
"08042      ";"BARI SARDO                    ";"OG";"2"
"09021      ";"BARUMINI                      ";"CA";"2"
"09021      ";"BARUMINI                      ";"VS";"2"
"12070      ";"BATTIFOLLO                    ";"CN";"2"
"08040      ";"BAUNEI                        ";"NU";"2"
"08040      ";"BAUNEI                        ";"OG";"2"
"43041      ";"BEDONIA                       ";"PR";"2"
"12020      ";"BELLINO                       ";"CN";"2"
"39027      ";"BELPIANO                      ";"BZ";"2"
"84019      ";"BENINCASA                     ";"SA";"2"
"12074      ";"BERGOLO                       ";"CN";"2"
"47018      ";"BERLETA                       ";"FO";"2"
"12010      ";"BERSEZIO                      ";"CN";"2"
"29021      ";"BETTOLA                       ";"PC";"2"
"39030      ";"BIEI RONCO                    ";"BZ";"2"
"52010      ";"BIFORCO                       ";"AR";"2"
"83044      ";"BISACCIA                      ";"AV";"2"
"11020      ";"BLAVY                         ";"AO";"2"
"10060      ";"BOBBIO PELLICE                ";"TO";"2"
"43032      ";"BOCCOLO DE' TASSI             ";"PR";"2"
"38020      ";"BOGIOI                        ";"TN";"2"
"23020      ";"BOIROLO                       ";"SO";"2"
"19011      ";"BONASSOLA                     ";"SP";"2"
"02010      ";"BORBONA                       ";"RI";"2"
"43043      ";"BORGO VAL DI TARO             ";"PR";"2"
"23032      ";"BORMIO                        ";"SO";"2"
"23032      ";"BORMIO 2000                   ";"SO";"2"
"39030      ";"BOSCAROLI                     ";"BZ";"2"
"12082      ";"BOSSEA                        ";"CN";"2"
"38049      ";"BRACAGNOLI                    ";"TN";"2"
"39030      ";"BRAIES                        ";"BZ";"2"
"39030      ";"BRAIES DI DENTRO              ";"BZ";"2"
"39030      ";"BRAIES DI FUORI               ";"BZ";"2"
"39030      ";"BRAIES VECCHIA                ";"BZ";"2"
"39041      ";"BRENNERO                      ";"BZ";"2"
"39050      ";"BRIE'                         ";"BZ";"2"
"10080      ";"BROSSO                        ";"TO";"2"
"09010      ";"BUGGERRU                      ";"CA";"2"
"09010      ";"BUGGERRU                      ";"CI";"2"
"39040      ";"BULLA                         ";"BZ";"2"
"39020      ";"BURGONE                       ";"BZ";"2"
"39024      ";"BURGUSIO                      ";"BZ";"2"
