"25049      ";"ISEO                          ";"BS";"1"
"90040      ";"ISOLA DELLE FEMMINE           ";"PA";"1"
"88841      ";"ISOLA DI CAPO RIZZUTO         ";"KR";"1"
"30016      ";"JESOLO                        ";"VE";"1"
"89863      ";"JOPPOLO                       ";"VV";"1"
"17053      ";"LAIGUEGLIA                    ";"SV";"1"
"37017      ";"LAZISE                        ";"VR";"1"
"89062      ";"LAZZARO                       ";"RC";"1"
"28040      ";"LESA                          ";"NO";"1"
"28040      ";"LESA BELGIRATE                ";"NO";"1"
"48020      ";"LIDO ADRIANO                  ";"RA";"1"
"48100      ";"LIDO ADRIATICO                ";"RA";"1"
"73017      ";"LIDO CONCHIGLIE               ";"LE";"1"
"48020      ";"LIDO DI ADRIANO               ";"RA";"1"
"48020      ";"LIDO DI CLASSE                ";"RA";"1"
"48100      ";"LIDO DI DANTE                 ";"RA";"1"
"63010      ";"LIDO DI FERMO                 ";"FM";"1"
"30016      ";"LIDO DI JESOLO                ";"VE";"1"
"48020      ";"LIDO DI SAVIO                 ";"RA";"1"
"08020      ";"LIMPOSTU                      ";"NU";"1"
"21018      ";"LISANZA                       ";"VA";"1"
"09045      ";"LITORALE                      ";"CA";"1"
"17025      ";"LOANO                         ";"SV";"1"
"89044      ";"LOCRI                         ";"RC";"1"
"07030      ";"LU BAGNU                      ";"SS";"1"
"25088      ";"MADERNO                       ";"BS";"1"
"25080      ";"MANERBA DEL GARDA             ";"BS";"1"
"60026      ";"MARCELLI                      ";"AN";"1"
"63824      ";"MARINA DI ALTIDONA            ";"FM";"1"
"54036      ";"MARINA DI CARRARA PORTO       ";"MS";"1"
"74025      ";"MARINA DI GINOSA              ";"TA";"1"
"89844      ";"MARINA DI NICOTERA            ";"VV";"1"
"48023      ";"MARINA DI RAVENNA             ";"RA";"1"
"63900      ";"MARINA PALMENSE               ";"FM";"1"
"48020      ";"MARINA ROMEA                  ";"RA";"1"
"61035      ";"MAROTTA                       ";"PS";"1"
"64014      ";"MARTINSICURO                  ";"TE";"1"
"60019      ";"MARZOCCA                      ";"AN";"1"
"58024      ";"MASSA MARITTIMA               ";"GR";"1"
"28046      ";"MEINA                         ";"NO";"1"
"89063      ";"MELITO DI PORTO SALVO         ";"RC";"1"
"28802      ";"MERGOZZO                      ";"VB";"1"
"87060      ";"MIRTO                         ";"CS";"1"
"47843      ";"MISANO ADRIATICO              ";"RN";"1"
"89040      ";"MONASTERACE MARINA            ";"RC";"1"
"21028      ";"MONATE                        ";"VA";"1"
"81034      ";"MONDRAGONE                    ";"CE";"1"
"25080      ";"MONIGA DEL GARDA              ";"BS";"1"
"00048      ";"NETTUNO                       ";"RM";"1"
"89844      ";"NICOTERA                      ";"VV";"1"
"17026      ";"NOLI                          ";"SV";"1"
